Title,score,budget,gross,Profitability,Marketing Amount,Pre-Production Amount,VFX Amount,Post Production Amount,Music Amount,Distribution Amount,released_epoch,genre_encoded,star_encoded,success
Still Smokin,5.6,0.063505062,0.005459208,0.054534657,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,421027200,4,409,0
"Yor, the Hunter from the Future",4.4,0.163158987,0.000986988,0.037119383,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,430099200,0,2185,0
Of Unknown Origin,6.1,0.011235955,0.000379479,0.05603182,0.007490637,0.011235955,0.005128205,0.011235955,0.016853933,0.011235955,438480000,10,2133,0
Curse of the Pink Panther,4.3,0.030898876,0.00157766,0.054735532,0.020599251,0.037765293,0.007051282,0.030898876,0.030898876,0.030898876,429494400,4,604,0
D.C. Cab,5.5,0.02247191,0.005666748,0.060024973,0.02247191,0.02247191,0.020512821,0.02247191,0.02247191,0.02247191,440380800,0,1807,0
Beyond the Limit,5.7,0.033146067,0.002106444,0.054990412,0.015468165,0.047877653,0.007564103,0.033146067,0.033146067,0.033146067,433728000,6,1851,0
The Survivors,5.8,0.033707865,0.004917032,0.057808928,0.02247191,0.041198502,0.007692308,0.033707865,0.033707865,0.033707865,425088000,4,2738,0
The Lonely Lady,3.0,0.014044944,0.000429608,0.055722143,0.006554307,0.020287141,0.003205128,0.014044944,0.014044944,0.014044944,433728000,6,2142,0
The Star Chamber,6.3,0.062819005,0.001951115,0.051014717,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,428889600,5,1857,0
The Dresser,7.6,0.064366879,0.001865223,0.050727318,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,439516800,6,50,0
The Lords of Discipline,6.6,0.029525593,0.004139834,0.0575474,0.015746983,0.036086836,0.013475783,0.029525593,0.04428839,0.029525593,414374400,17,597,0
Cross Creek,7.0,0.071102013,0.016814255,0.065236655,0.03318094,0.086902461,0.016225844,0.071102013,0.071102013,0.071102013,436060800,3,1778,0
The Man Who Loved Women,5.3,0.053370787,0.003850998,0.054183836,0.035580524,0.065230961,0.012179487,0.053370787,0.053370787,0.053370787,440380800,4,343,0
Nightmares,5.8,0.016853933,0.002342853,0.057328731,0.011235955,0.016853933,0.007692308,0.016853933,0.025280899,0.016853933,431913600,10,512,0
Deal of the Century,4.6,0.028089888,0.003641969,0.057219963,0.018726592,0.034332085,0.006410256,0.028089888,0.028089888,0.028089888,436752000,4,411,0
Eddie Macon's Run,5.7,0.014044944,0.000443478,0.055736409,0.014044944,0.014044944,0.012820513,0.014044944,0.014044944,0.014044944,417398400,0,1515,0
Max Dugan Returns,6.6,0.063505062,0.00618623,0.055282418,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,417398400,4,1141,0
The Sting II,4.9,0.063505062,0.002229197,0.051212505,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,414374400,4,1054,0
Baby It's You,6.3,0.008426966,0.000655999,0.056677464,0.005617978,0.010299625,0.001923077,0.008426966,0.008426966,0.008426966,415584000,4,2288,0
Heat and Dust,6.6,0.064366879,0.000622668,0.049449318,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,987724800,6,1393,0
Going Berserk,5.2,0.063505062,0.015570088,0.064933963,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,433728000,4,1283,0
Daniel,6.6,0.064366879,0.000241453,0.049057228,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,445219200,6,2622,0
Heart Like a Wheel,6.7,0.071102013,9.56e-05,0.048041107,0.03318094,0.086902461,0.016225844,0.071102013,0.071102013,0.071102013,418003200,3,285,0
Love Letters,5.9,0.001544944,0.001850908,0.058791485,0.000720974,0.002231586,0.000352564,0.001544944,0.001544944,0.001544944,451872000,6,1107,1
Get Crazy,6.7,0.015449438,0.000578001,0.055694151,0.010299625,0.018882647,0.003525641,0.015449438,0.015449438,0.015449438,428889600,4,1712,0
Nate and Hayes,6.2,0.033707865,0.000689704,0.05346101,0.033707865,0.033707865,0.030769231,0.033707865,0.033707865,0.033707865,437961600,0,2658,0
Strange Invaders,5.5,0.036025728,0.000478463,0.052945667,0.024017152,0.036025728,0.016442512,0.036025728,0.054038592,0.036025728,432518400,10,2086,0
The Black Stallion Returns,6.0,0.128394351,0.004231989,0.044927677,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,417398400,1,1477,0
Metalstorm: the Destruction of Jared-Syn,3.8,0.163158987,0.001861829,0.038019179,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,430099200,0,1167,0
Getting It on,3.7,0.000617978,0.000342582,0.05735934,0.000411985,0.000755306,0.000141026,0.000617978,0.000617978,0.000617978,987724800,4,1770,1
Lianna,6.8,0.000842697,0.000537656,0.05753108,0.000393258,0.001217228,0.000192308,0.000842697,0.000842697,0.000842697,431827200,6,1624,1
Better Late Than Never,5.8,0.063505062,0.015570088,0.064933963,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,419212800,4,604,0
Lovesick,5.2,0.028370787,0.00357233,0.057112215,0.018913858,0.034675406,0.006474359,0.028370787,0.028370787,0.028370787,414374400,4,695,0
Running Brave,6.7,0.02247191,0.00105365,0.05528028,0.010486891,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,436752000,3,2237,0
Exposed,5.1,0.064366879,0.000638831,0.049465942,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,419817600,6,1959,0
Trenchcoat,5.3,0.014044944,0.001511736,0.056835141,0.009363296,0.017166042,0.003205128,0.014044944,0.014044944,0.014044944,416188800,4,1725,0
Stryker,4.3,0.163158987,0.000605317,0.036726824,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,431308800,0,2513,0
The Man Who Wasn't There,3.8,0.163158987,0.000858193,0.036986913,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,429494400,0,2507,0
Table for Five,6.1,0.064366879,0.000856865,0.049690196,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,416102400,6,1332,0
Romantic Comedy,5.2,0.063505062,0.002408549,0.051396974,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,434332800,4,695,0
Young Warriors,4.7,0.163158987,0.051105022,0.088667101,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,430876800,0,791,0
"Man, Woman and Child",6.1,0.064366879,0.000812912,0.049644989,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,431740800,6,1768,0
Hanna K.,6.3,0.064366879,0.013673197,0.062872132,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,431740800,6,1229,0
Slayground,4.9,0.062819005,3.8e-05,0.049047004,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,987724800,5,2116,0
White Star,6.0,0.000280899,0.013673197,0.071113578,0.000131086,0.000405743,6.41e-05,0.000280899,0.000280899,0.000280899,479088000,6,637,1
Richard Pryor... Here and Now,7.3,0.063505062,0.005674527,0.054756118,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,436147200,4,2221,0
Deadly Force,4.9,0.008426966,0.051105022,0.108565613,0.008426966,0.008426966,0.007692308,0.008426966,0.008426966,0.008426966,427075200,0,2775,1
My Brother's Wedding,7.2,0.000140449,9.19e-06,0.057077852,6.55e-05,0.000202871,3.21e-05,0.000140449,0.000140449,0.000140449,987724800,6,802,0
Blue Skies Again,5.4,0.063505062,0.015570088,0.064933963,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,420422400,4,962,0
Last Plane Out,4.5,0.163158987,0.051105022,0.088667101,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,433123200,0,1108,0
Cross Country,5.4,0.007022472,0.009460109,0.06591334,0.003745318,0.008583021,0.003205128,0.007022472,0.010533708,0.007022472,437961600,17,2206,1
A Polish Vampire in Burbank,5.0,8.43e-06,0.015570088,0.07309962,5.62e-06,1.03e-05,1.92e-06,8.43e-06,8.43e-06,8.43e-06,436406400,4,1748,1
Forever Young,6.7,0.064366879,0.013673197,0.062872132,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,507340800,6,1072,0
The Golden Seal,5.3,0.064366879,0.002341464,0.051217145,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,430099200,6,2512,0
The Business of Show Business,8.3,0.000908882,0.0,0.057086457,0.000424145,0.001110856,0.000414823,0.000908882,0.001363323,0.000908882,414115200,9,1,0
The Terminator,8.0,0.017977528,0.027525263,0.083085008,0.017977528,0.017977528,0.016410256,0.017977528,0.017977528,0.017977528,467596800,0,180,1
Dune,6.5,0.112359551,0.010861614,0.053808495,0.112359551,0.112359551,0.102564103,0.112359551,0.112359551,0.112359551,471830400,0,1546,0
Ghostbusters,7.8,0.084269663,0.104025805,0.153242675,0.084269663,0.084269663,0.076923077,0.084269663,0.084269663,0.084269663,455500800,0,255,1
The Karate Kid,7.3,0.02247191,0.032002613,0.087112105,0.02247191,0.02247191,0.020512821,0.02247191,0.02247191,0.02247191,456710400,0,2170,1
Once Upon a Time in America,8.4,0.084269663,0.001922283,0.048226511,0.04494382,0.102996255,0.038461538,0.084269663,0.126404494,0.084269663,454896000,5,2241,0
Police Academy,6.7,0.012640449,0.028518396,0.084792819,0.008426966,0.015449438,0.002884615,0.012640449,0.012640449,0.012640449,448848000,4,2507,1
Indiana Jones and the Temple of Doom,7.5,0.078651685,0.116992788,0.167302029,0.078651685,0.078651685,0.071794872,0.078651685,0.078651685,0.078651685,454118400,0,960,1
Body Double,6.8,0.028089888,0.003091387,0.056653676,0.014981273,0.034332085,0.012820513,0.028089888,0.042134831,0.028089888,467596800,5,510,0
A Nightmare on Elm Street,7.5,0.00505618,0.008958529,0.065650316,0.003370787,0.00505618,0.002307692,0.00505618,0.00758427,0.00505618,469411200,10,973,1
Amadeus,8.3,0.050561798,0.018286719,0.069392591,0.023595506,0.061797753,0.011538462,0.050561798,0.050561798,0.050561798,464400000,3,807,0
Beverly Hills Cop,7.3,0.039325843,0.111111037,0.16630979,0.039325843,0.039325843,0.035897436,0.039325843,0.039325843,0.039325843,471052800,0,711,1
Red Dawn,6.4,0.047752809,0.013478461,0.064808407,0.047752809,0.047752809,0.043589744,0.047752809,0.047752809,0.047752809,460944000,0,2074,0
The NeverEnding Story,7.4,0.075842697,0.007112631,0.054648628,0.075842697,0.075842697,0.069230769,0.075842697,0.075842697,0.075842697,459129600,1,2009,0
Footloose,6.6,0.023033708,0.028111044,0.083037276,0.010749064,0.033270911,0.00525641,0.023033708,0.023033708,0.023033708,445824000,6,1492,1
Revenge of the Nerds,6.6,0.02247191,0.014355784,0.068961876,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,460944000,4,2240,1
Gremlins,7.3,0.030898876,0.053958503,0.108610609,0.020599251,0.037765293,0.007051282,0.030898876,0.030898876,0.030898876,455500800,4,2798,1
Romancing the Stone,6.9,0.028089888,0.030405603,0.084747067,0.028089888,0.028089888,0.025641026,0.028089888,0.028089888,0.028089888,449452800,0,1857,1
Streets of Fire,6.7,0.040730337,0.002841093,0.054770681,0.040730337,0.040730337,0.037179487,0.040730337,0.040730337,0.040730337,454896000,0,1879,0
Sixteen Candles,7.0,0.018258427,0.008318925,0.06329466,0.012172285,0.022315855,0.004166667,0.018258427,0.018258427,0.018258427,452476800,4,1936,0
"Paris, Texas",8.1,0.064366879,0.000775327,0.049606332,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,462067200,6,961,0
This Is Spinal Tap,7.9,0.007022472,0.001663433,0.057894253,0.004681648,0.008583021,0.001602564,0.007022472,0.007022472,0.007022472,447033600,4,2235,0
1984,7.1,0.064366879,0.002960928,0.051854281,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,480297600,6,1300,0
Top Secret!,7.2,0.025280899,0.007185308,0.061225616,0.016853933,0.030898876,0.005769231,0.025280899,0.025280899,0.025280899,455500800,4,2699,0
Conan the Destroyer,5.9,0.050561798,0.010902477,0.061797703,0.050561798,0.050561798,0.046153846,0.050561798,0.050561798,0.050561798,457315200,0,180,0
Children of the Corn,5.6,0.002247191,0.00511687,0.062060305,0.001498127,0.002247191,0.001025641,0.002247191,0.003370787,0.002247191,447638400,10,2122,1
The Last Starfighter,6.8,0.042134831,0.010091607,0.062047409,0.042134831,0.042134831,0.038461538,0.042134831,0.042134831,0.042134831,458524800,0,1555,0
Splash,6.3,0.02247191,0.024522408,0.079418517,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,447638400,4,2641,1
Blood Simple,7.6,0.004213483,0.001485046,0.058072013,0.002247191,0.005149813,0.001923077,0.004213483,0.006320225,0.004213483,474854400,5,1293,0
The Natural,7.5,0.078651685,0.016841529,0.06429382,0.03670412,0.11360799,0.017948718,0.078651685,0.078651685,0.078651685,453081600,6,2253,0
Bachelor Party,6.3,0.014044944,0.013499341,0.069164708,0.009363296,0.017166042,0.003205128,0.014044944,0.014044944,0.014044944,457315200,4,2641,1
Nausicaä of the Valley of the Wind,8.1,0.002808989,0.003068406,0.059881158,0.001498127,0.002184769,0.003846154,0.003745318,0.003511236,0.002808989,564796800,2,2527,1
Friday the 13th: the Final Chapter,6.0,0.007303371,0.011583431,0.068061109,0.004868914,0.007303371,0.003333333,0.007303371,0.010955056,0.007303371,450662400,10,786,1
Hardbodies,4.9,0.063505062,0.002501266,0.051492335,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,452476800,4,922,0
Against All Odds,5.9,0.036516854,0.007617558,0.060225255,0.036516854,0.036516854,0.033333333,0.036516854,0.036516854,0.036516854,447033600,0,2160,0
Supergirl,4.4,0.098314607,0.005021146,0.049607596,0.098314607,0.098314607,0.08974359,0.098314607,0.098314607,0.098314607,469843200,0,983,0
The Bounty,7.0,0.070224719,0.00302519,0.051167058,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,452476800,1,1827,0
Firestarter,6.1,0.042134831,0.005998837,0.057837888,0.042134831,0.042134831,0.038461538,0.042134831,0.042134831,0.042134831,453081600,0,692,0
C.H.U.D.,5.6,0.003511236,0.00163471,0.058316256,0.002340824,0.003511236,0.001602564,0.003511236,0.005266854,0.003511236,462758400,10,1299,0
The Woman in Red,6.0,0.025280899,0.008902851,0.062992155,0.016853933,0.030898876,0.005769231,0.025280899,0.025280899,0.025280899,461376000,4,879,0
Runaway,5.9,0.163158987,0.002377942,0.038550016,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,471830400,0,2651,0
The Adventures of Buckaroo Banzai Across the 8th Dimension,6.4,0.128394351,0.00219656,0.042834186,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,465782400,1,2133,0
Star Trek III: The Search for Spock,6.7,0.047752809,0.026857897,0.078569509,0.047752809,0.047752809,0.043589744,0.047752809,0.047752809,0.047752809,454896000,0,2772,1
Repo Man,6.9,0.004213483,4.53e-05,0.056591204,0.004213483,0.004213483,0.003846154,0.004213483,0.004213483,0.004213483,447033600,0,961,0
2010: the Year We Make Contact,6.8,0.078651685,0.01418938,0.061566015,0.078651685,0.078651685,0.071794872,0.078651685,0.078651685,0.078651685,471225600,1,2298,0
The Killing Fields,7.8,0.040449438,0.012187317,0.064419643,0.018876404,0.049438202,0.009230769,0.040449438,0.040449438,0.040449438,476064000,3,2334,0
The Cotton Club,6.5,0.162921348,0.009106596,0.045501174,0.086891386,0.199126092,0.074358974,0.162921348,0.244382022,0.162921348,471830400,5,2212,0
Starman,7.0,0.061797753,0.010095494,0.059522758,0.028838951,0.075530587,0.014102564,0.061797753,0.115870787,0.061797753,471830400,14,1162,0
Night of the Comet,6.4,0.001966292,0.005064164,0.062042219,0.001310861,0.002403246,0.000448718,0.001966292,0.001966292,0.001966292,469411200,4,373,1
Blame It on Rio,5.8,0.063505062,0.006548282,0.055654797,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,445824000,4,1851,0
Dreamscape,6.3,0.163158987,0.004265584,0.040491505,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,461548800,0,639,0
Crimes of Passion,6.4,0.064366879,0.001023075,0.049861147,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,466992000,6,1446,0
The Philadelphia Experiment,6.1,0.058988764,0.002846024,0.052427723,0.058988764,0.058988764,0.053846154,0.058988764,0.058988764,0.058988764,460339200,1,1879,0
Places in the Heart,7.4,0.064366879,0.012258025,0.061416589,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,465782400,6,2323,0
Bolero,3.0,0.019662921,0.003131054,0.05777818,0.013108614,0.024032459,0.004487179,0.019662921,0.019662921,0.019662921,462758400,4,277,0
Cannonball Run II,5.1,0.056179775,0.009861484,0.060004544,0.056179775,0.056179775,0.051282051,0.056179775,0.056179775,0.056179775,457315200,0,343,0
Stranger Than Paradise,7.5,0.000252809,0.000855564,0.057933916,0.000168539,0.000308989,5.77e-05,0.000252809,0.000252809,0.000252809,465696000,4,1307,1
The Ice Pirates,5.7,0.025280899,0.005006873,0.058985039,0.025280899,0.025280899,0.023076923,0.025280899,0.025280899,0.025280899,448243200,0,2257,0
A Passage to India,7.3,0.04494382,0.009553613,0.061132832,0.04494382,0.04494382,0.041025641,0.04494382,0.04494382,0.04494382,476064000,1,1378,0
Purple Rain,6.5,0.020224719,0.024677583,0.079867107,0.009438202,0.029213483,0.004615385,0.020224719,0.020224719,0.020224719,459734400,6,2149,1
The Hotel New Hampshire,6.0,0.021067416,0.001806257,0.056234974,0.014044944,0.025749064,0.004807692,0.021067416,0.021067416,0.021067416,447638400,4,2233,0
The Hit,7.1,0.062819005,0.000307938,0.049324666,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,479088000,5,850,0
Sheena,4.9,0.070224719,0.002029453,0.050142916,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,461548800,1,2560,0
Missing in Action,5.5,0.007162921,0.008012096,0.064405959,0.007162921,0.007162921,0.006538462,0.007162921,0.007162921,0.007162921,469411200,0,472,1
"Greystoke: The Legend of Tarzan, Lord of the Apes",6.4,0.084269663,0.016106286,0.062815133,0.084269663,0.084269663,0.076923077,0.084269663,0.084269663,0.084269663,449452800,1,462,0
The Muppets Take Manhattan,6.9,0.128394351,0.00896821,0.049799006,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,458524800,1,1239,0
The Wild Life,6.1,0.063505062,0.003870538,0.052900668,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,465177600,4,436,0
Falling in Love,6.5,0.033707865,0.003908709,0.056771842,0.015730337,0.048689139,0.007692308,0.033707865,0.033707865,0.033707865,469843200,6,2241,0
Gwendoline,5.3,0.163158987,0.000469673,0.03658731,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,475459200,0,2568,0
Breakin',5.8,0.063505062,0.013586007,0.062893283,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,452476800,4,1680,0
Birdy,7.3,0.033707865,0.000511036,0.053277246,0.015730337,0.048689139,0.007692308,0.033707865,0.033707865,0.033707865,472435200,6,1804,0
The Company of Wolves,6.7,0.005617978,0.001541607,0.05794957,0.002621723,0.008114856,0.001282051,0.005617978,0.005617978,0.005617978,482716800,6,2359,0
Ghoulies,4.2,0.015449438,0.015570088,0.071113908,0.010299625,0.018882647,0.003525641,0.015449438,0.015449438,0.015449438,474854400,4,2124,1
Electric Dreams,6.5,0.063505062,0.000770433,0.049712128,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,459129600,4,1590,0
Cloak & Dagger,6.6,0.163158987,0.051105022,0.088667101,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,460944000,0,987,0
Racing with the Moon,6.7,0.018258427,0.002123331,0.056922329,0.012172285,0.022315855,0.004166667,0.018258427,0.018258427,0.018258427,448848000,4,2394,0
"Silent Night, Deadly Night",5.9,0.002991573,0.000875042,0.057601745,0.001994382,0.002991573,0.001365385,0.002991573,0.00448736,0.002991573,468806400,10,1618,0
The Pope of Greenwich Village,6.7,0.02247191,0.002400987,0.056666052,0.02247191,0.02247191,0.020512821,0.02247191,0.02247191,0.02247191,456710400,0,784,0
All of Me,6.7,0.063505062,0.012785359,0.062069795,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,464572800,4,2510,0
"Grandview, U.S.A.",5.4,0.064366879,0.001665862,0.050522271,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,460339200,6,1107,0
Where the Boys Are,4.1,0.063505062,0.00369831,0.052723527,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,450057600,4,1633,0
Reckless,6.3,0.063505062,0.002911556,0.051914329,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,444614400,4,30,0
Tightrope,6.3,0.062819005,0.016908822,0.066399113,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,461548800,5,484,0
Rhinestone,3.9,0.078651685,0.00752844,0.054715062,0.052434457,0.096129838,0.017948718,0.078651685,0.078651685,0.078651685,456710400,4,2539,0
The Flamingo Kid,6.2,0.063505062,0.00837981,0.057538572,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,472435200,4,1791,0
Up the Creek,5.6,0.063505062,0.004112138,0.053149159,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,450057600,4,2616,0
Swing Shift,5.9,0.042134831,0.002335662,0.054070216,0.019662921,0.060861423,0.009615385,0.042134831,0.042134831,0.042134831,450662400,6,915,0
Beat Street,6.5,0.026685393,0.005828717,0.059649709,0.012453184,0.038545568,0.006089744,0.026685393,0.026685393,0.026685393,455500800,6,2163,0
Joy of Sex,3.7,0.063505062,0.001567775,0.050532215,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,460339200,4,350,0
Breakin' 2: Electric Boogaloo,5.1,0.063505062,0.005303767,0.054374781,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,472435200,4,1680,0
The Razor's Edge,6.6,0.036516854,0.002301166,0.054757206,0.017041199,0.052746567,0.008333333,0.036516854,0.036516854,0.036516854,466992000,6,255,0
Tank,5.8,0.163158987,0.00396976,0.040187242,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,448243200,0,1084,0
Moscow on the Hudson,6.5,0.036516854,0.008804551,0.061446109,0.024344569,0.04463171,0.008333333,0.036516854,0.036516854,0.036516854,450057600,4,2263,0
Ninja III: The Domination,5.4,0.163158987,0.002673034,0.038853525,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,463968000,0,2449,0
The Warrior and the Sorceress,4.3,0.128394351,0.00101369,0.041617572,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,463363200,1,590,0
The Evil That Men Do,6.0,0.012921348,0.004601648,0.06015769,0.012921348,0.012921348,0.011794872,0.012921348,0.012921348,0.012921348,464572800,0,391,0
Firstborn,6.2,0.02247191,0.002195453,0.056454654,0.010486891,0.032459426,0.005128205,0.02247191,0.02247191,0.02247191,467596800,6,2583,0
Cut and Run,5.7,0.128394351,0.038396831,0.080067118,0.128394351,0.128394351,0.117200998,0.128394351,0.128394351,0.128394351,515376000,1,1631,0
Teachers,6.1,0.025280899,0.009754772,0.063868378,0.016853933,0.030898876,0.005769231,0.025280899,0.025280899,0.025280899,465782400,4,1992,0
Repentance,8.3,0.064366879,0.013673197,0.062872132,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,548294400,6,198,0
The River,6.3,0.050561798,0.004035472,0.054734808,0.023595506,0.073033708,0.011538462,0.050561798,0.050561798,0.050561798,474249600,6,1827,0
Razorback,6.0,0.036025728,5.28e-05,0.052507907,0.024017152,0.036025728,0.016442512,0.036025728,0.054038592,0.036025728,469411200,10,928,0
A Soldier's Story,7.2,0.016853933,0.007664018,0.062801689,0.008988764,0.020599251,0.007692308,0.016853933,0.025280899,0.016853933,468201600,5,1002,0
Comfort and Joy,6.7,0.063505062,0.000371365,0.049301676,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,466214400,4,257,0
Meatballs Part II,3.7,0.063505062,0.001900423,0.050874352,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,459734400,4,2220,0
Lassiter,5.9,0.163158987,0.006151014,0.04243072,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,445824000,0,2651,0
Irreconcilable Differences,5.8,0.016853933,0.004360076,0.059403498,0.011235955,0.020599251,0.003846154,0.016853933,0.016853933,0.016853933,465177600,4,2311,0
City Heat,5.5,0.070224719,0.013468799,0.061908585,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,471225600,0,484,0
Under the Volcano,7.0,0.064366879,0.00089799,0.049732495,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,455932800,6,50,0
Iceman,6.1,0.064366879,0.002578994,0.051461451,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,450662400,6,2622,0
Flashpoint,6.4,0.028089888,0.001353881,0.054866605,0.028089888,0.028089888,0.025641026,0.028089888,0.028089888,0.028089888,462758400,0,1526,0
The Little Drummer Girl,6.1,0.064366879,0.002749619,0.051636943,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,466992000,6,651,0
Lust in the Dust,6.4,0.008426966,0.000255559,0.0562656,0.005617978,0.010299625,0.001923077,0.008426966,0.008426966,0.008426966,478483200,4,2545,0
Hot Moves,4.8,0.063505062,0.000959764,0.04990686,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,465696000,4,1892,0
Oxford Blues,5.3,0.063505062,0.003088301,0.052096116,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,462153600,4,2233,0
Thief of Hearts,5.8,0.025280899,0.00366495,0.057604836,0.013483146,0.030898876,0.011538462,0.025280899,0.037921348,0.025280899,466992000,5,2515,0
The Brother from Another Planet,6.8,0.000983146,0.001291497,0.058288363,0.000655431,0.001201623,0.000224359,0.000983146,0.000983146,0.000983146,463968000,4,1266,1
No Small Affair,5.5,0.063505062,0.001754008,0.050723761,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,468806400,4,1326,0
Broadway Danny Rose,7.4,0.02247191,0.00372307,0.058025849,0.014981273,0.027465668,0.005128205,0.02247191,0.02247191,0.02247191,444009600,4,2779,0
Best Defense,3.8,0.050561798,0.006766293,0.057543529,0.033707865,0.061797753,0.011538462,0.050561798,0.050561798,0.050561798,459129600,4,695,0
Micki + Maude,6.0,0.04241573,0.00916003,0.061053134,0.028277154,0.051841448,0.009679487,0.04241573,0.04241573,0.04241573,472435200,4,695,0
Protocol,5.5,0.033707865,0.009197178,0.062211172,0.02247191,0.041198502,0.007692308,0.033707865,0.033707865,0.033707865,472435200,4,915,0
Exterminator 2,4.5,0.163158987,0.001313341,0.037455045,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,463968000,0,2245,0
American Dreamer,6.6,0.063505062,0.001763722,0.050733752,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,467596800,4,1249,0
The Lonely Guy,6.3,0.063505062,0.002008458,0.050985469,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,444009600,4,2510,0
Choose Me,6.8,0.001966292,0.000874611,0.057733153,0.001310861,0.002403246,0.000448718,0.001966292,0.001966292,0.001966292,462585600,4,880,0
