Title,score,budget,gross,Profitability,Marketing Amount,Pre-Production Amount,VFX Amount,Post Production Amount,Music Amount,Distribution Amount,released_epoch,genre_encoded,star_encoded,success
A Family Thing,7.0,0.063505062,0.003556214,0.052577377,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,828057600,4,2243,0
Curdled,5.9,0.006460674,1.74e-05,0.05627354,0.004307116,0.00789638,0.001474359,0.006460674,0.006460674,0.006460674,843782400,4,2765,0
First Kid,5.3,0.063505062,0.009304356,0.058489493,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,841363200,4,2461,0
Eddie,5.2,0.084269663,0.011023692,0.05758755,0.056179775,0.102996255,0.019230769,0.084269663,0.084269663,0.084269663,833500800,4,2752,0
Feeling Minnesota,5.4,0.063505062,0.001097355,0.050048376,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,842572800,4,1460,0
The Pillow Book,6.7,0.064366879,0.000833347,0.049666007,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,865555200,6,2734,0
The Adventures of Pinocchio,5.2,0.070224719,0.005301449,0.05350825,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,838339200,1,1765,0
City Hall,6.2,0.112359551,0.007143816,0.049984642,0.052434457,0.162297129,0.025641026,0.112359551,0.112359551,0.112359551,824428800,6,38,0
Night Falls on Manhattan,6.6,0.062819005,0.003473416,0.052580444,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,863740800,5,126,0
The Great White Hype,5.5,0.063505062,0.002812632,0.051812583,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,831081600,4,2344,0
Twelfth Night,7.2,0.014044944,0.000206733,0.055492911,0.009363296,0.017166042,0.003205128,0.014044944,0.014044944,0.014044944,846201600,4,985,0
Mary Reilly,5.8,0.132022472,0.004347851,0.044580269,0.061610487,0.190699126,0.030128205,0.132022472,0.132022472,0.132022472,825033600,6,1381,0
My Fellow Americans,6.5,0.060393258,0.007836766,0.057380214,0.060393258,0.060393258,0.055128205,0.060393258,0.060393258,0.060393258,851040000,1,1046,0
Sgt. Bilko,5.8,0.109550562,0.013331054,0.056709614,0.073033708,0.133895131,0.025,0.109550562,0.109550562,0.109550562,828057600,4,2510,0
Heaven's Prisoners,5.8,0.070224719,0.001759351,0.049865109,0.032771536,0.101435705,0.016025641,0.070224719,0.070224719,0.070224719,832291200,6,53,0
Caught,6.6,0.064366879,0.013673197,0.062872132,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,822441600,6,720,0
I Shot Andy Warhol,6.6,0.071102013,0.000658716,0.048620257,0.03318094,0.086902461,0.016225844,0.071102013,0.071102013,0.071102013,830908800,3,1613,0
The Sunchaser,6.2,0.062819005,7.55e-06,0.049015713,0.033503469,0.076778783,0.028671238,0.062819005,0.094228507,0.062819005,846201600,5,2780,0
All Dogs Go to Heaven 2,5.5,0.212879767,0.003027725,0.03282425,0.113535876,0.165573152,0.291481527,0.28383969,0.266099709,0.212879767,828057600,2,399,0
Girl 6,5.2,0.033707865,0.001734988,0.054536113,0.02247191,0.041198502,0.007692308,0.033707865,0.033707865,0.033707865,827452800,4,2593,0
The Evening Star,5.9,0.063505062,0.004484268,0.053531905,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,851472000,4,2447,0
Larger Than Life,5.6,0.084269663,0.002920609,0.049253316,0.056179775,0.102996255,0.019230769,0.084269663,0.084269663,0.084269663,846806400,4,255,0
Head Above Water,6.0,0.063505062,1.13e-05,0.048931353,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,867196800,4,967,0
Two If by Sea,5.2,0.063505062,0.003743364,0.052769865,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,821404800,4,2348,0
The Stupids,4.2,0.070224719,0.000875228,0.048955765,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,841363200,1,2632,0
The Funeral,6.6,0.03511236,0.000431057,0.053014367,0.018726592,0.042915106,0.016025641,0.03511236,0.052668539,0.03511236,846806400,5,468,0
Kids in the Hall: Brain Candy,6.9,0.063505062,0.000932237,0.049878547,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,829872000,4,579,0
High School High,5.5,0.063505062,0.007481658,0.056614799,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,846201600,4,1331,0
Schizopolis,6.8,0.000702247,3.72e-06,0.05699997,0.000468165,0.000858302,0.000160256,0.000702247,0.000702247,0.000702247,860544000,4,2517,0
The Van,6.7,0.063505062,0.0002501,0.049176951,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,863740800,4,495,0
Alaska,5.8,0.064606742,0.004154877,0.053051442,0.064606742,0.064606742,0.058974359,0.064606742,0.064606742,0.064606742,839980800,1,2605,0
Moll Flanders,6.5,0.064366879,0.001224677,0.0500685,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,834710400,6,2264,0
The Associate,6.1,0.063505062,0.004511045,0.053559446,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,846201600,4,2752,0
Shiloh,6.4,0.064366879,0.000353964,0.049172949,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,861926400,6,271,0
In Love and War,6.0,0.071102013,0.00891117,0.057108123,0.03318094,0.086902461,0.016225844,0.071102013,0.071102013,0.071102013,854064000,3,2348,0
Surviving Picasso,6.4,0.04494382,0.000709931,0.052036872,0.020973783,0.054931336,0.01025641,0.04494382,0.04494382,0.04494382,843177600,3,162,0
Kansas City,6.3,0.053370787,0.00047654,0.050713118,0.028464419,0.065230961,0.024358974,0.053370787,0.08005618,0.053370787,840153600,5,1185,0
Mr. Wrong,3.8,0.063505062,0.004504402,0.053552613,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,824428800,4,748,0
Fled,5.4,0.070224719,0.006038547,0.054266375,0.070224719,0.070224719,0.064102564,0.070224719,0.070224719,0.070224719,837734400,0,1576,0
Infinity,6.2,0.071102013,6.85e-05,0.048013253,0.03318094,0.086902461,0.016225844,0.071102013,0.071102013,0.071102013,844387200,3,1798,0
Unforgettable,6.0,0.050561798,0.000991018,0.051603506,0.023595506,0.073033708,0.011538462,0.050561798,0.050561798,0.050561798,825033600,6,2179,0
Bloodsport 2,4.8,0.163158987,0.000240355,0.036351451,0.163158987,0.163158987,0.14893487,0.163158987,0.163158987,0.163158987,825638400,0,543,0
Phat Beach,3.9,0.063505062,0.000485927,0.049419506,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,838944000,4,1209,0
Last Dance,5.7,0.064366879,0.002086033,0.050954427,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,831081600,6,2432,0
Grace of My Heart,6.7,0.014044944,0.000231913,0.055518808,0.009363296,0.017166042,0.003205128,0.014044944,0.014044944,0.014044944,842572800,4,1026,0
Celtic Pride,5.3,0.063505062,0.003250519,0.052262961,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,829872000,4,530,0
Ed,2.7,0.06741573,0.001553213,0.050014326,0.04494382,0.082397004,0.015384615,0.06741573,0.06741573,0.06741573,826848000,4,1796,0
The Game,7.8,0.140449438,0.038431397,0.078552387,0.065543071,0.202871411,0.032051282,0.140449438,0.140449438,0.140449438,874022400,6,1857,0
Boogie Nights,7.9,0.042134831,0.015137993,0.06723775,0.019662921,0.060861423,0.009615385,0.042134831,0.042134831,0.042134831,878256000,6,1752,0
Titanic,7.8,0.561797753,0.773254965,0.78015247,0.262172285,0.811485643,0.128205128,0.561797753,0.561797753,0.561797753,882489600,6,1596,1
The Fifth Element,7.7,0.261235955,0.092693136,0.118828891,0.261235955,0.261235955,0.238461538,0.261235955,0.261235955,0.261235955,863136000,0,334,0
Austin Powers: International Man of Mystery,7.0,0.046348315,0.023771737,0.07557593,0.046348315,0.046348315,0.042307692,0.046348315,0.046348315,0.046348315,862531200,1,1910,1
Lolita,6.9,0.174157303,0.000376242,0.035076833,0.081273408,0.251560549,0.03974359,0.174157303,0.174157303,0.174157303,906681600,6,1202,0
Good Will Hunting,8.3,0.028089888,0.079351562,0.135089276,0.013108614,0.040574282,0.006410256,0.028089888,0.028089888,0.028089888,884304000,6,2263,1
Starship Troopers,7.2,0.29494382,0.042572496,0.062943666,0.29494382,0.29494382,0.269230769,0.29494382,0.29494382,0.29494382,878860800,0,366,0
The Devil's Advocate,7.5,0.16011236,0.053716696,0.091745073,0.074719101,0.231273408,0.036538462,0.16011236,0.16011236,0.16011236,877046400,6,1460,0
Con Air,6.9,0.210674157,0.078676805,0.110914963,0.210674157,0.210674157,0.192307692,0.210674157,0.210674157,0.210674157,865555200,0,1998,0
Jackie Brown,7.5,0.033707865,0.013934098,0.067083218,0.017977528,0.041198502,0.015384615,0.033707865,0.050561798,0.033707865,883008000,5,2054,0
L.A. Confidential,8.2,0.098314607,0.044329479,0.090037253,0.052434457,0.120162297,0.044871795,0.098314607,0.14747191,0.098314607,874627200,5,1501,0
Life Is Beautiful,8.6,0.056179775,0.080814491,0.132981581,0.037453184,0.06866417,0.012820513,0.056179775,0.056179775,0.056179775,882576000,4,2260,1
Contact,7.5,0.252808989,0.060100292,0.086389998,0.117977528,0.365168539,0.057692308,0.252808989,0.252808989,0.252808989,868579200,6,1261,0
Men in Black,7.3,0.252808989,0.207003714,0.237484039,0.252808989,0.252808989,0.230769231,0.252808989,0.252808989,0.252808989,867801600,0,2658,1
Home Alone 3,4.5,0.08988764,0.027775088,0.074094332,0.08988764,0.08988764,0.082051282,0.08988764,0.08988764,0.08988764,881884800,0,57,0
Air Force One,6.5,0.238764045,0.110688148,0.140227119,0.238764045,0.238764045,0.217948718,0.238764045,0.238764045,0.238764045,869788800,0,960,0
Batman & Robin,3.8,0.351123596,0.083672328,0.097991217,0.351123596,0.351123596,0.320512821,0.351123596,0.351123596,0.351123596,866764800,0,180,0
Event Horizon,6.7,0.168539326,0.00936829,0.045047862,0.112359551,0.168539326,0.076923077,0.168539326,0.252808989,0.168539326,871603200,10,1576,0
Hercules,7.3,0.238764045,0.088756673,0.117670019,0.127340824,0.185705368,0.326923077,0.31835206,0.298455056,0.238764045,867369600,2,2563,0
Dante's Peak,6.0,0.325842697,0.062561418,0.079529209,0.325842697,0.325842697,0.297435897,0.325842697,0.325842697,0.325842697,855273600,0,2143,0
The Lost World: Jurassic Park,6.6,0.20505618,0.217276257,0.254190624,0.20505618,0.20505618,0.187179487,0.20505618,0.20505618,0.20505618,864345600,0,1165,1
Princess Mononoke,8.4,0.212879767,0.05963155,0.091042776,0.113535876,0.165573152,0.291481527,0.28383969,0.266099709,0.212879767,882489600,2,2791,0
Scream 2,6.2,0.06741573,0.060536845,0.110680546,0.04494382,0.06741573,0.030769231,0.06741573,0.101123596,0.06741573,881884800,10,1985,1
Face/Off,7.2,0.224719101,0.086285529,0.11693456,0.224719101,0.224719101,0.205128205,0.224719101,0.224719101,0.224719101,867369600,0,1319,0
As Good as It Gets,7.7,0.140449438,0.110344518,0.152516928,0.093632959,0.171660424,0.032051282,0.140449438,0.140449438,0.140449438,883008000,4,1048,1
Gattaca,7.8,0.101123596,0.004401719,0.048609264,0.047191011,0.146067416,0.023076923,0.101123596,0.101123596,0.101123596,877651200,6,794,0
The Rainmaker,7.2,0.112359551,0.016126729,0.059223804,0.059925094,0.13732834,0.051282051,0.112359551,0.168539326,0.112359551,880070400,5,1790,0
I Know What You Did Last Summer,5.7,0.047752809,0.044107929,0.096311622,0.031835206,0.047752809,0.021794872,0.047752809,0.071629213,0.047752809,877046400,10,1188,1
Alien: Resurrection,6.2,0.210674157,0.056677947,0.088288558,0.210674157,0.210674157,0.192307692,0.210674157,0.210674157,0.210674157,880502400,0,2456,0
Cube,7.2,0.064366879,0.000198693,0.049013248,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,900115200,6,2001,0
Liar Liar,6.9,0.126404494,0.106316979,0.150180675,0.084269663,0.154494382,0.028846154,0.126404494,0.126404494,0.126404494,858902400,4,1236,1
Donnie Brasco,7.7,0.098314607,0.043870376,0.089565054,0.04588015,0.120162297,0.022435897,0.098314607,0.098314607,0.098314607,857088000,3,38,0
George of the Jungle,5.5,0.154494382,0.061274384,0.100240824,0.154494382,0.154494382,0.141025641,0.154494382,0.154494382,0.154494382,869011200,0,305,0
Anastasia,7.2,0.140449438,0.049101601,0.089526974,0.074906367,0.109238452,0.192307692,0.187265918,0.175561798,0.140449438,880070400,2,1817,0
Fools Rush In,6.1,0.056179775,0.010354366,0.060511486,0.037453184,0.06866417,0.012820513,0.056179775,0.056179775,0.056179775,855878400,4,1805,0
Midnight in the Garden of Good and Evil,6.6,0.098314607,0.008817381,0.053512124,0.052434457,0.120162297,0.044871795,0.098314607,0.14747191,0.098314607,880070400,5,1288,0
Good Burger,5.7,0.025280899,0.008328396,0.062401312,0.016853933,0.030898876,0.005769231,0.025280899,0.025280899,0.025280899,869788800,4,1470,0
Perfect Blue,8.0,0.212879767,0.000197781,0.029913578,0.113535876,0.165573152,0.291481527,0.28383969,0.266099709,0.212879767,888624000,2,1402,0
The Edge,6.9,0.084269663,0.015211995,0.06189533,0.084269663,0.084269663,0.076923077,0.084269663,0.084269663,0.084269663,875232000,0,162,0
My Best Friend's Wedding,6.3,0.106741573,0.105115113,0.151473172,0.071161049,0.130461923,0.024358974,0.106741573,0.106741573,0.106741573,866764800,4,1381,1
Anaconda,4.8,0.126404494,0.048076547,0.090278857,0.126404494,0.126404494,0.115384615,0.126404494,0.126404494,0.126404494,860716800,0,1332,0
Tomorrow Never Dies,6.5,0.308988764,0.116959,0.137645968,0.308988764,0.308988764,0.282051282,0.308988764,0.308988764,0.308988764,882489600,0,2143,0
Speed 2: Cruise Control,3.9,0.449438202,0.057777956,0.058714931,0.449438202,0.449438202,0.41025641,0.449438202,0.449438202,0.449438202,866160000,0,2348,0
The Saint,6.2,0.191011236,0.041465787,0.075171099,0.191011236,0.191011236,0.174358974,0.191011236,0.191011236,0.191011236,860112000,0,2699,0
Lost Highway,7.6,0.042134831,0.001300747,0.053005778,0.02247191,0.042134831,0.009615385,0.042134831,0.042134831,0.042134831,853286400,13,259,0
The Full Monty,7.2,0.009831461,0.090592323,0.148998725,0.006554307,0.01201623,0.00224359,0.009831461,0.009831461,0.009831461,874627200,4,2239,1
Spawn,5.2,0.112359551,0.030850877,0.074367978,0.112359551,0.112359551,0.102564103,0.112359551,0.112359551,0.112359551,870393600,0,1866,0
Romy and Michele's High School Reunion,6.2,0.063505062,0.01026794,0.059480564,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,861926400,4,1926,0
Seven Years in Tibet,7.1,0.196629213,0.046170114,0.079287153,0.196629213,0.196629213,0.179487179,0.196629213,0.196629213,0.196629213,876441600,1,293,0
Cop Land,6.9,0.042134831,0.015756343,0.067873739,0.02247191,0.051498127,0.019230769,0.042134831,0.063202247,0.042134831,871603200,5,2539,0
Gummo,6.7,0.003651685,4.1e-05,0.056659043,0.002434457,0.004463171,0.000833333,0.003651685,0.003651685,0.003651685,880329600,4,1994,0
In & Out,6.4,0.098314607,0.022427611,0.067510604,0.065543071,0.120162297,0.022435897,0.098314607,0.098314607,0.098314607,874627200,4,1499,0
Wilde,6.9,0.028089888,0.000758198,0.054253929,0.013108614,0.034332085,0.006410256,0.028089888,0.028089888,0.028089888,893980800,3,2494,0
Chasing Amy,7.2,0.000702247,0.00422207,0.061338658,0.000468165,0.000858302,0.000160256,0.000702247,0.000702247,0.000702247,861321600,4,221,1
U Turn,6.7,0.053370787,0.002346863,0.052636794,0.028464419,0.065230961,0.024358974,0.053370787,0.08005618,0.053370787,875836800,5,2394,0
Conspiracy Theory,6.7,0.210674157,0.048110639,0.079476856,0.210674157,0.210674157,0.192307692,0.210674157,0.210674157,0.210674157,870998400,0,1827,0
Breakdown,6.9,0.101123596,0.017616722,0.062201243,0.053932584,0.123595506,0.046153846,0.101123596,0.151685393,0.101123596,862531200,5,1543,0
G.I. Jane,6.0,0.140449438,0.016917805,0.056425092,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,872208000,0,629,0
The Jackal,6.4,0.168539326,0.055959432,0.092968079,0.168539326,0.168539326,0.153846154,0.168539326,0.168539326,0.168539326,879465600,0,334,0
Kiss the Girls,6.6,0.075842697,0.021258391,0.069197915,0.040449438,0.092696629,0.034615385,0.075842697,0.113764045,0.075842697,875836800,5,1942,0
Vegas Vacation,6.0,0.070224719,0.012784409,0.061204672,0.046816479,0.085830212,0.016025641,0.070224719,0.070224719,0.070224719,855878400,4,411,0
The Devil's Own,6.2,0.252808989,0.049453941,0.075439946,0.252808989,0.252808989,0.230769231,0.252808989,0.252808989,0.252808989,859334400,0,960,0
Amistad,7.3,0.101123596,0.015534112,0.060059223,0.047191011,0.123595506,0.023076923,0.101123596,0.101123596,0.101123596,883008000,3,661,0
The Postman,6.1,0.224719101,0.006190625,0.03455484,0.224719101,0.224719101,0.205128205,0.224719101,0.224719101,0.224719101,883008000,0,1495,0
Mimic,6.0,0.084269663,0.00894928,0.055453963,0.056179775,0.084269663,0.038461538,0.084269663,0.126404494,0.084269663,872208000,10,1926,0
Fierce Creatures,6.4,0.070224719,0.003294854,0.051444414,0.046816479,0.085830212,0.016025641,0.070224719,0.070224719,0.070224719,854064000,4,1287,0
Grosse Pointe Blank,7.3,0.042134831,0.009863691,0.061812991,0.042134831,0.042134831,0.038461538,0.042134831,0.042134831,0.042134831,860716800,0,1288,0
Mortal Kombat: Annihilation,3.7,0.084269663,0.018044404,0.064808538,0.084269663,0.084269663,0.076923077,0.084269663,0.084269663,0.084269663,880070400,0,2261,0
Spice World,3.5,0.070224719,0.010305604,0.058655156,0.046816479,0.085830212,0.016025641,0.070224719,0.070224719,0.070224719,885513600,4,1824,0
Selena,6.8,0.056179775,0.01239155,0.062606784,0.026217228,0.06866417,0.012820513,0.056179775,0.056179775,0.056179775,858902400,3,1187,0
Happy Together,7.7,0.011797753,0.000205733,0.05578087,0.005505618,0.017041199,0.002692308,0.011797753,0.011797753,0.011797753,864950400,6,1599,0
The Borrowers,5.9,0.081460674,0.007944374,0.054781627,0.081460674,0.081460674,0.074358974,0.081460674,0.081460674,0.081460674,887328000,1,1296,0
The Peacemaker,6.0,0.140449438,0.038796483,0.078927889,0.140449438,0.140449438,0.128205128,0.140449438,0.140449438,0.140449438,875232000,0,885,0
Volcano,5.5,0.252808989,0.043137635,0.068943459,0.252808989,0.252808989,0.230769231,0.252808989,0.252808989,0.252808989,861926400,0,2658,0
Clockwatchers,6.6,0.063505062,0.000188936,0.049114043,0.042336708,0.077617298,0.014492181,0.063505062,0.063505062,0.063505062,895190400,4,2662,0
Bliss,6.0,0.064366879,0.00010328,0.048915114,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,860976000,6,508,0
Mousehunt,6.5,0.106741573,0.042995014,0.087581014,0.071161049,0.130461923,0.024358974,0.106741573,0.106741573,0.106741573,882489600,4,1971,0
Inventing the Abbotts,6.4,0.064366879,0.002084942,0.050953306,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,860112000,6,1638,0
Open Your Eyes,7.7,0.064366879,0.000132748,0.048945423,0.030037877,0.09297438,0.014688852,0.064366879,0.064366879,0.064366879,882489600,6,715,0
Beverly Hills Ninja,5.6,0.050561798,0.011056444,0.061956063,0.050561798,0.050561798,0.046153846,0.050561798,0.050561798,0.050561798,853459200,0,426,0
Murder at 1600,6.1,0.112359551,0.00906304,0.051958614,0.112359551,0.112359551,0.102564103,0.112359551,0.112359551,0.112359551,861321600,0,2749,0
